file_name,text
CTN0045jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | spot color red, black and white | limited color | black white and red | print cartoon | white background, dark | oppressive | violent | grotesque | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, single driver figure center | bulldozer as central prop | armed figures flanking | mass of victims lower third | wide shot | low angle | text annotation bottom left | dense lower third | asymmetric balance | extreme scale contrast"
CTN0046jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red, black and white | limited color | black white and red | print cartoon | white background, satirical | tense | dark | wry, political commentary | accountability critique | sharp | darkly ironic | power critique, single dominant figure right | desk prop center | speech bubble left | open layout | eye level | large negative white space | asymmetric balance | dark textured background top left"
CTN0047jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | oppressive | critical, political commentary | power critique | accountability critique | allegoric | scathing, three figure layout | puppet strings from top | puppeteer hand top center | two marionette figures below | vertical layering | open layout | eye level | large negative white space | asymmetric balance | extreme scale contrast top to bottom"
CTN0048jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | spot color red | painterly color fill, full color | limited color | black white and red | colored background | print cartoon, satirical | dark | grotesque | confrontational | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, five figure lineup | horizontal spread | centered composition | header text banner top | prop book top right | full body standing figures | eye level | raised hands gesture | text annotation bottom right | asymmetric balance"
CTN0049jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | oppressive | confrontational | critical, political commentary | power critique | accountability critique | allegoric | scathing, three figure layout | extreme scale contrast | puppet strings from top | dominant figure right | two marionette figures lower left | speech bubble top left | vertical layering | open layout | eye level | asymmetric balance"
CTN0050jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes, black and white | colored background | monochrome | print cartoon | no color fill, dark | oppressive | satirical | tense | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two silhouette figures | centered composition | speech bubble top | scroll prop left | open layout | eye level | large negative white space | text annotation bottom right | asymmetric balance | minimal background"
CTN0051jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | motion lines, black and white | colored background | monochrome | print cartoon | no color fill, satirical | wry | humorous tension | absurdist, political commentary | allegoric | metaphorical | ironic | dry wit, single dominant vehicle prop | two figures inside vehicle | horizontal spread | open layout | eye level | large negative white space | text on vehicle body | text annotation bottom right | asymmetric balance | left to right motion implied"
CTN0052jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | dense detail | painterly color fill | motion lines, full color | colored background | print cartoon, confrontational | tense | satirical | dark | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two figure layout | extreme scale contrast | dominant figure right | secondary figure left | gun prop center | phone prop lower left | close-up | eye level | large negative white space | asymmetric balance"
CTN0053jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | dense detail | painterly color fill | spot color red, full color | limited color | black white and red | colored background | print cartoon, dark | grotesque | satirical | confrontational | critical, political condemnation | accountability critique | scathing | anti-imperialism | power critique, two figure layout | handshake central prop | flags flanking | horizontal spread | open layout | eye level | speech bubble top | large negative white space | asymmetric balance | dense detail on figures"
CTN0054jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | absurdist | wry | humorous tension | dark, political commentary | power critique | accountability critique | allegoric | dry wit, three figure layout | two dominant figures | trash bin prop left | horizontal spread | open layout | eye level | dual speech bubbles top | text annotation bottom right | asymmetric balance | large negative white space"
CTN0055jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | painterly color fill | motion lines, full color | colored background | print cartoon, satirical | wry | humorous tension | absurdist, political commentary | allegoric | metaphorical | dry wit | power critique, two figure layout | dominant figure left | three animal figures right | horizontal spread | open layout | eye level | text annotation bottom right | large negative white space | asymmetric balance | left to right narrative flow"
CTN0056jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering | feather texture, black and white | monochrome | print cartoon | white background | no color fill, dark | satirical | grotesque | oppressive, political commentary | accountability critique | allegoric | scathing | social critique, single dominant figure center | pulpit prop center | crowd scene background | laundry machine prop right foreground | wide shot | eye level | speech bubble top left | text annotation bottom right | dense architectural background | asymmetric balance"
CTN0057jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | absurdist | wry | dark | grotesque, political commentary | power critique | accountability critique | allegoric | scathing, crowd scene | multiple figures | two dominant center figures | brain prop center | horizontal spread | eye level | large negative white space top | dense figure grouping | asymmetric balance | circular action implied"
CTN0058jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | tense | confrontational | dark | wry, political commentary | power critique | allegoric | sharp | accountability critique, two figure layout | desk prop left | glass case prop right | horizontal spread | open layout | eye level | speech bubble left | labeled prop right | text annotation bottom right | asymmetric balance"
CTN0059jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | wry | grotesque | humorous tension, political commentary | power critique | allegoric | ironic | accountability critique, two figure layout | throne prop left | large animal prop right | horizontal spread | open layout | eye level | text on animal prop | text annotation bottom right | asymmetric balance | large negative white space top"
CTN0060jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | humorous tension, political commentary | social critique | allegoric | ironic | dry wit, crowd scene | multiple robed figures | ballot box central prop | wide shot | eye level | speech bubble top left | dense figure grouping | large negative white space | asymmetric balance | rear view foreground figures"
CTN0061jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red | motion lines, black and white | limited color | black white and red | print cartoon | white background, dark | grotesque | violent | satirical | critical, political condemnation | accountability critique | scathing | sharp | power critique, single torso figure center | severed head lower left | severed limbs scattered | chainsaw prop center | horizontal spread | open layout | eye level | text annotation bottom right | large negative white space | asymmetric balance"
CTN0062jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | oppressive | dark | absurdist | critical, political commentary | social critique | allegoric | sharp | power critique, two panel layout | single figure top panel | crowd scene bottom panel | vertical layering | bordered panel | speech bubble top left | phone-headed crowd lower panel | wide shot lower | eye level | asymmetric balance"
CTN0063jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | circular inset rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | grotesque | wry | absurdist, political commentary | accountability critique | allegoric | scathing | social critique, single animal figure left | circular inset right | arrow indicator | open layout | eye level | large negative white space | asymmetric balance | labeled props on figure | zoom-in inset detail right"
CTN0064jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | wavy motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | humorous tension | dry, social critique | ironic | allegoric | dry wit | metaphorical, architectural prop right | two bird figures lower center | chimney smoke dominant upper | horizontal spread | open layout | eye level | speech bubble center | large negative white space | asymmetric balance | dense smoke upper third"
CTN0065jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines | radiating lines, black and white | monochrome | print cartoon | white background | no color fill, chaotic | satirical | dark | absurdist | grotesque, political commentary | power critique | accountability critique | allegoric | scathing, two dominant figures center-bottom | scattered objects filling frame | umbrella central prop | wide shot | eye level | text annotation bottom right | dense scattered debris throughout | asymmetric balance | falling objects rain composition"
CTN0066jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, confrontational | tense | satirical | critical, political commentary | power critique | sharp | accountability critique | anti-imperialism, two figure layout | extreme scale contrast | labeled prop center | horizontal spread | open layout | eye level | large negative white space | asymmetric balance | left to right narrative flow | motion implied right to left"
CTN0067jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, melancholic | dark | contemplative | elegiac, political commentary | accountability critique | allegoric | scathing | metaphorical, single dominant figure center | dense graveyard props filling frame | wide shot | eye level | minimal negative space | asymmetric balance | vertical layering | figure surrounded by tombstones | implied ground plane | no speech bubble"
CTN0068jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | confrontational | critical | grotesque, political condemnation | accountability critique | scathing | pro-democracy | power critique, two podium layout | single figure left podium | chaotic crowd right | horizontal spread | open layout | eye level | header text banner top | large negative white space | asymmetric balance | left figure calm vs right chaos contrast"
CTN0069jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | dark | grotesque | wry | absurdist, political commentary | accountability critique | allegoric | scathing | power critique, two figure layout | conjoined figures | centered composition | labeled prop on figures | open layout | eye level | large negative white space | asymmetric balance | full body standing pose | no speech bubble"
CTN0070jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, dark | grotesque | critical | satirical | confrontational, political condemnation | accountability critique | scathing | pro-democracy | power critique, two dominant figures right | four armed figures left | victim figures lower center | horizontal spread | wide shot | eye level | portrait inset top right | large negative white space | asymmetric balance | left to right chain of command"
CTN0071jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | humorous tension, political commentary | allegoric | metaphorical | ironic | dry wit, two panel layout | close-up left panel | full figure right panel | spin wheel prop right | bordered panel left | open layout right | speech bubble top left | labeled wheel segments | text annotation bottom right | asymmetric balance"
CTN0072jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, dark | satirical | critical | grotesque | escalating tension, political commentary | power critique | accountability critique | darkly ironic | scathing, three panel layout | sequential narrative escalation | two recurring figures | multi-panel | bordered panel | left to right narrative flow | header text per panel | final panel violent action | asymmetric balance | eye level"
CTN0073jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | chaotic | humorous tension, political commentary | power critique | allegoric | ironic | social critique, crowd scene | multiple figures | emperor figure center | child figure lower right | horizontal spread | eye level | multiple speech bubbles top | text annotation bottom right | dense figure grouping | asymmetric balance"
CTN0074jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | confrontational | wry | humorous tension, political commentary | accountability critique | allegoric | sharp | pro-democracy, two panel layout | sequential action | two recurring figures per panel | shield and spear props | bordered panel top | open layout bottom | speech bubble bottom right | labeled props | text annotation bottom right | asymmetric balance"
CTN0075jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | chaotic | dark | absurdist | critical, political commentary | accountability critique | allegoric | scathing | social critique, crowd scene | architectural prop background center | jesus figure center-left | dominant figure lower right | horizontal spread | wide shot | eye level | header text top | scattered labeled props foreground | asymmetric balance"
CTN0076jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, dark | satirical | grotesque | critical | wry, political commentary | accountability critique | allegoric | scathing | power critique, three figure layout | hospital bed prop right | two standing figures left | anthropomorphic map figure in bed | horizontal spread | open layout | eye level | speech bubble top | labeled prop bed frame | text annotation bottom right | asymmetric balance"
CTN0077jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | grotesque | absurdist | dark | wry, political commentary | power critique | allegoric | scathing | ironic, two dominant figures | architectural prop left | crowd of figures right | horizontal spread | open layout | eye level | speech bubble top | labeled prop center figure | text annotation bottom right | asymmetric balance"
CTN0078jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail, black and white | monochrome | print cartoon | white background | no color fill, satirical | grotesque | dark | absurdist | wry, political commentary | power critique | allegoric | scathing | ironic, extreme close-up | single dominant torso figure | small figure in chest pocket | spoon feeding prop | labeled document prop | low angle | minimal negative space | text annotation bottom right | asymmetric balance | surrealist scale contrast"
CTN0079jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | multi-panel strip, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | motion lines, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, satirical | confrontational | wry | humorous tension | critical, political commentary | power critique | dry wit | ironic | accountability critique, four panel layout | two recurring figures per panel | podium prop recurring | multi-panel | bordered panel | left to right narrative flow | speech bubbles per panel | asymmetric balance | eye level | sequential escalation"
CTN0080jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | chaotic | wry | dark | humorous tension, political commentary | power critique | allegoric | accountability critique | ironic, crowd scene | airport conveyor belt central prop | dominant figure left | opposing figure right | horizontal spread | eye level | speech bubble top | labeled luggage props | text annotation bottom right | asymmetric balance"
CTN0081jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | wry | absurdist | dark, political commentary | allegoric | metaphorical | ironic | power critique, single dominant aircraft prop | small figure visible in cockpit | horizontal spread | open layout | eye level | speech bubble top left | labeled prop on aircraft body | text annotation bottom right | large negative white space | asymmetric balance"
CTN0082jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | spot color red, black and white | limited color | black white and red | print cartoon | white background, dark | satirical | confrontational | grotesque | critical, political condemnation | accountability critique | scathing | pro-democracy | power critique, two figure layout | dominant figure right photographing | four armed figures left | victim figures lower center | horizontal spread | wide shot | eye level | large negative white space | asymmetric balance | phone prop right foreground"
CTN0083jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | full color illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | gestural strokes | decorative pattern fills | painterly color fill, full color | colored background | print cartoon, satirical | wry | absurdist | dark | humorous tension, political commentary | power critique | allegoric | succession critique | ironic, three figure layout | massive herd fills background | dominant figure center | secondary figures flanking | horizontal spread | wide shot | eye level | speech bubble top left | labeled herd background | text annotation bottom right | asymmetric balance"
CTN0084jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | fine suit striping detail | motion lines, black and white | monochrome | print cartoon | white background | no color fill, dark | grotesque | critical | confrontational | satirical, political condemnation | accountability critique | scathing | pro-democracy | power critique, extreme scale contrast | dominant figure left foreground | victim figures lower center | grieving figures right | horizontal spread | wide shot | eye level | speech bubble top right | scattered bullet casings foreground | asymmetric balance"
CTN0085jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | mechanical detail rendering, black and white | monochrome | print cartoon | white background | no color fill, satirical | confrontational | critical | dark | wry, political commentary | power critique | accountability critique | allegoric | scathing, single dominant figure right | dense landscape background | large volcanic mountain prop | megaphone prop center | labeled text streams left | wide shot | eye level | sign prop lower center | text annotation bottom right | asymmetric balance"
CTN0086jpg,"ctoon_style editorial cartoon | political cartoon | multi-panel strip | newspaper illustration, pen and ink | bold outlines | hand-drawn linework | varied line weight | minimal detail | flat rendering, black and white | monochrome | print cartoon | paneled layout | white background | no color fill, dark | melancholic | elegiac | critical | tense, political condemnation | allegoric | metaphorical | darkly ironic | social critique, two panel layout | mirrored rear-view composition | adult and child figure pair per panel | bordered panel | left to right narrative flow | speech bubble per panel | vehicle prop right panel | minimal background | eye level | asymmetric balance"
CTN0087jpg,"gdo_cartoon editorial cartoon | political cartoon | caricature | surrealist metaphor | newspaper illustration, pen and ink | cross-hatching | bold outlines | hand-drawn linework | varied line weight | dense detail | gestural strokes | motion lines, black and white | monochrome | print cartoon | white background | no color fill, satirical | grotesque | dark | absurdist | wry, political commentary | accountability critique | allegoric | scathing | social critique, three figure layout | dominant animal prop center | rider figure atop animal | two standing figures right | horizontal spread | open layout | eye level | speech bubble top right | labeled animal prop | dense lower third | asymmetric balance"
